#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CalibratedYuleModel.t:cat_aligned" spec="beast.base.evolution.speciation.CalibratedYuleModel">
#            <parameter id="birthRateY.t:cat_aligned" lower="0.0" name="birthRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:cat_aligned" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.cat_aligned" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="CalibratedYuleBirthRatePrior.t:cat_aligned" name="distribution" x="@birthRateY.t:cat_aligned">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="ClockPrior.c:cat_aligned" name="distribution">
#            <parameter id="clockRate.c:cat_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:cat_aligned" name="distribution">
#            <parameter id="kappa.s:cat_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <distribution id="Monotremes.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:cat_aligned">
#            <taxonset id="Monotremes" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Ornithorhynchus_anatinus" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Tachyglossus_aculeatus" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Gamma id="Gamma.0" name="distr" offset="112.5">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.base.inference.parameter.RealParameter">3.0</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </distribution>
#        <distribution id="Rodentia.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:cat_aligned">
#            <taxonset id="Rodentia" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Heterocephalus_glaber" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Rattus_norvegicus" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Gamma id="Gamma.1" name="distr" offset="40.0">
#                <parameter estimate="false" id="RealParameter.6" name="alpha" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta" spec="beast.base.inference.parameter.RealParameter">8.0</parameter>
#            </Gamma>
#        </distribution>
#        <distribution id="Theria (ingroup).prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:cat_aligned">
#            <taxonset id="Theria (ingroup)" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Canis_lupus_familiaris" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Dromiciops_gliroides" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Felis_catus" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon idref="Heterocephalus_glaber"/>
#                <taxon id="Lutra_lutra" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Manis_pentadactyla" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Monodelphis_domestica" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Phascolarctos_cinereus" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon idref="Rattus_norvegicus"/>
#                <taxon id="Sarcophilus_harrisii" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Vombatus_ursinus" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@cat_aligned" id="treeLikelihood.cat_aligned" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:cat_aligned">
#            <siteModel id="SiteModel.s:cat_aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:cat_aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:cat_aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:cat_aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:cat_aligned" kappa="@kappa.s:cat_aligned" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies data="@cat_aligned" id="empiricalFreqs.s:cat_aligned" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:cat_aligned" id="StrictClock.c:cat_aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.cat_aligned	Tree.height	Tree.treeLength	kappa	CalibratedYuleModel	birthRateY	logP(mrca(Monotremes))	mrca.age(Monotremes)	clockRate	logP(mrca(Rodentia))	mrca.age(Rodentia)	mrca.age(Theria (ingroup))
0	-33874.80636347932	-33811.42277310554	-63.38359037378053	-33811.42277310554	113.38483159750214	424.8047675307747	2.0	-35.92043423894012	1.0	-12.216072645530287	112.6	1.0	-6.473968176353703	40.1	40.23171832345051
1000	-25896.64949405529	-25848.498935226242	-48.15055882904814	-25848.498935226242	146.21581649884718	563.6658154821439	2.0	-31.74936606979645	1.7040445136606555	-3.9280304746354244	146.0054311310278	0.19015285958282693	-3.7000469716598388	60.48804248792831	61.19418125896851
2000	-25881.063013232986	-25832.928712568795	-48.134300664191336	-25832.928712568795	147.1465659386952	568.253179052532	2.0	-31.631029451046743	1.9750215256989578	-3.968376467493408	146.98554522410726	0.19015285958282693	-3.761779432694764	61.28851115195093	61.97693225755391
3000	-25870.398649847222	-25824.161097265336	-46.23755258188636	-25824.161097265336	126.64968658575532	490.8446609307971	2.0	-30.499487119028345	2.601652829768269	-3.7209840358393667	126.54230042456757	0.19015285958282693	-3.2439661140622307	53.50535360980459	53.7457895848497
4000	-25880.783573830977	-25830.275648556602	-50.50792527437469	-25830.275648556602	167.01865357468415	621.5910983811308	2.0	-33.17891783381731	1.436129384035205	-5.04026941998296	166.7749111959166	0.19015285958282693	-3.5156227076180033	57.958365322490636	59.01895902143044
5000	-25877.465165055863	-25824.42757761866	-53.037587437203506	-25824.42757761866	210.2371956988349	774.1394471419501	2.0	-31.57869884523234	3.267619908161751	-8.194242186233321	210.03829961578737	0.19015285958282693	-4.491531092781419	69.82357852636909	69.89679527250462
6000	-25870.745033234256	-25824.19960289779	-46.54543033646863	-25824.19960289779	135.64850849496656	510.92411188454423	2.0	-31.031877877057923	2.492285513254933	-3.627831775932538	135.33646639690446	0.19015285958282693	-3.1126053705217496	50.240874171603075	50.309806743288576
7000	-25871.58515797804	-25823.940881298025	-47.64427668001366	-25823.940881298025	137.90764526255987	525.3815493252223	2.0	-31.938774560293268	1.251985325601942	-3.6710601284043847	137.88380091488057	0.19015285958282693	-3.261326678359587	53.84012408885692	54.11683162604369
8000	-25848.832844225508	-25801.25028357872	-47.58256064678931	-25801.25028357872	136.10530261018627	530.044028059204	3.78127613146094	-30.958954164439547	2.673012068177574	-3.6378438218027678	136.0627839095701	0.16409188703555705	-3.5710027421462605	58.7439073264799	58.81357567817437
9000	-25850.612893564805	-25799.807170130338	-50.8057234344678	-25799.807170130338	143.9965296814891	576.2445995004564	3.78127613146094	-33.056113989681876	1.839582341604698	-3.8395942440502635	143.68684575501112	0.16409188703555705	-4.495255282334932	69.8642834571391	70.34175724120512
10000	-25848.508863095474	-25797.96389557563	-50.54496751984312	-25797.96389557563	120.69141932799042	458.6671554884563	3.78127613146094	-33.79476904383864	3.776449689992914	-4.21555289086795	120.67975964023813	0.16409188703555705	-3.1198856667357977	45.93512390279992	46.30178931612357
11000	-25847.51573375137	-25797.463490437825	-50.05224331354369	-25797.463490437825	124.1633260572783	473.16717207151123	3.78127613146094	-33.656683231886404	2.061506517934827	-3.900222716564221	123.5601206320441	0.16409188703555705	-3.080577446692329	48.38739013689673	48.52142464501999
12000	-25848.503959991885	-25799.310223237248	-49.1937367546381	-25799.310223237248	143.6700625049598	523.471684418871	3.78127613146094	-32.69878837021406	1.7660453568634253	-3.8260554037479353	143.30519880264828	0.16409188703555705	-3.2541330622753697	44.15338052260819	44.24084963547443
13000	-25850.459414841294	-25799.64238149536	-50.81703334593646	-25799.64238149536	171.74690273822088	632.6477742075195	3.78127613146094	-32.6338265484078	2.6858300664187196	-5.346996811399549	171.51768713826644	0.16409188703555705	-3.4214500677283817	56.553144587385006	56.62303463639217
14000	-25844.83604934835	-25798.12712182776	-46.70892752058852	-25798.12712182776	150.85780234917917	550.93428403056	3.78127613146094	-30.078153776339605	2.167212706621481	-4.134069467305396	150.67560302265895	0.2183969251726537	-3.0819443585427826	47.447264883832396	47.67206111602219
15000	-25847.96281152895	-25800.8762521385	-47.086559390449096	-25800.8762521385	159.06844958944302	585.1974289667291	3.78127613146094	-29.91561874291142	1.7959577756950804	-4.573790200865851	159.03144293993972	0.2183969251726537	-3.1823905282710934	52.198684510876205	52.53987939461387
16000	-25834.380996272896	-25789.73122799237	-44.64976828052506	-25789.73122799237	129.5210955566659	487.9355805508274	3.2841237631638927	-28.684519700736246	1.8524929151573222	-3.635058072629923	129.46721397269948	0.2658894055397336	-3.0798104616795388	48.21927769425458	48.5050403879567
17000	-25834.345919528845	-25789.321294652436	-45.02462487640785	-25789.321294652436	146.8746698885906	565.8634313847588	3.2841237631638927	-28.05395956800203	2.488722084503858	-3.954241995280965	146.64673459941685	0.2658894055397336	-3.7660432676455033	61.34311518575661	61.414216636363875
18000	-25837.41879762787	-25792.939488684813	-44.47930894305517	-25792.939488684813	154.84306990788878	555.5816379840087	3.0070385136923075	-27.709974802623037	4.248312600087338	-4.343103450944951	154.83366037900998	0.24253012363229323	-3.272176156202493	44.00330325467028	44.1750770316001
19000	-25838.42541720969	-25792.194774344036	-46.23064286565407	-25792.194774344036	182.77094081276573	648.7171137425116	3.1280703182528207	-27.830277052235942	3.79780082931597	-6.121140066230813	182.74102766724093	0.23659919157484074	-3.0826627248164664	48.65940814890026	48.69945700884087
20000	-25840.280913258553	-25790.14394155391	-50.13697170464256	-25790.14394155391	193.34857421741376	671.301178903258	2.9304033809819106	-30.95779824005308	2.4253611285746772	-6.842615053882144	192.57686588129218	0.27912206079142377	-3.209774230543893	44.57903447079933	44.75212187813231
21000	-25835.755549690617	-25790.210012644515	-45.545537046101266	-25790.210012644515	189.57719564182605	655.9058104342799	3.026275307311355	-26.13514617426881	3.821064933838489	-6.618028926149253	189.5639859214479	0.2806230477038848	-3.6315054990630418	42.242807788280864	42.41447302152837
